,initialisation,bar,x,line 1,line 2,line 3,line 4,line 5,line 6,line 7,line 8,line 9,line 10,labels for cc
180,bar 36 end,36,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
181,bar 37 start,37,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
182,bar 37 an,37,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
183,bar 37 naming,37,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
184,bar 37 bn,37,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
185,bar 37 end,37,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
186,bar 38 start,38,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
187,bar 38 an,38,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
188,bar 38 naming,38,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
189,bar 38 bn,38,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
190,bar 38 end,38,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
191,bar 39 start,39,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
192,bar 39 an,39,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
193,bar 39 naming,39,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
194,bar 39 bn,39,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
195,bar 39 end,39,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
196,bar 40 start,40,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
197,bar 40 an,40,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
198,bar 40 naming,40,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
199,bar 40 bn,40,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
200,bar 40 end,40,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
201,bar 41 start,41,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
202,bar 41 an,41,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
203,bar 41 naming,41,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
204,bar 41 bn,41,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
205,bar 41 end,41,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
206,bar 42 start,42,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
207,bar 42 an,42,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
208,bar 42 naming,42,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
209,bar 42 bn,42,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
210,bar 42 end,42,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
211,bar 43 start,43,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
212,bar 43 an,43,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
213,bar 43 naming,43,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
214,bar 43 bn,43,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
215,bar 43 end,43,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
216,bar 44 start,44,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
217,bar 44 an,44,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
218,bar 44 naming,44,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
219,bar 44 bn,44,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
220,bar 44 end,44,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
221,bar 45 start,45,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
222,bar 45 an,45,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
223,bar 45 naming,45,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
224,bar 45 bn,45,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
225,bar 45 end,45,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
226,bar 46 start,46,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
227,bar 46 an,46,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
228,bar 46 naming,46,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
229,bar 46 bn,46,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
230,bar 46 end,46,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
231,bar 47 start,47,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
232,bar 47 an,47,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
233,bar 47 naming,47,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
234,bar 47 bn,47,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
235,bar 47 end,47,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
236,bar 48 start,48,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
237,bar 48 an,48,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
238,bar 48 naming,48,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
239,bar 48 bn,48,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
240,bar 48 end,48,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
241,bar 49 start,49,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
242,bar 49 an,49,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
243,bar 49 naming,49,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
244,bar 49 bn,49,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
245,bar 49 end,49,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
246,bar 50 start,50,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
247,bar 50 an,50,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
248,bar 50 naming,50,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
249,bar 50 bn,50,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
250,bar 50 end,50,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
251,bar 51 start,51,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
252,bar 51 an,51,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
253,bar 51 naming,51,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
254,bar 51 bn,51,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
255,bar 51 end,51,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
256,bar 52 start,52,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
257,bar 52 an,52,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
258,bar 52 naming,52,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
259,bar 52 bn,52,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
260,bar 52 end,52,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
261,bar 53 start,53,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
262,bar 53 an,53,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
263,bar 53 naming,53,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,0
264,bar 53 bn,53,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
265,bar 53 end,53,160.989172257,0.0,0.0,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,52.31608248,
